,Sales Representative,Location,Customer,Product,Order Date,Quantity, Unit Price , Total Sale Amount 
,Yuvan,Chennai,Cheryl Howard,Cosmetic,26-Dec-16,9, ₹ 12.42 , ₹ 111.78 
,Yuvan,Chennai,Rebecca Williams,Gadgets,26-Dec-16,9, ₹ 53.35 , ₹ 480.15 
,Kishore,Chennai,Deborah Gilbert,Electronics,26-Dec-16,7, ₹ 17.83 , ₹ 124.81 
,Yuvan,Kolkata,Jessica Lewis,Gadgets,26-Dec-16,1, ₹ 53.35 , ₹ 53.35 
,Hari,Chennai,Kathy Porter,Gadgets,26-Dec-16,6, ₹ 53.35 , ₹ 320.10 
,Yuvan,Kolkata,Ronald Kim,Essential,26-Dec-16,1, ₹ 16.32 , ₹ 16.32 
,Hari,Chennai,Deborah Gilbert,Electronics,26-Dec-16,5, ₹ 17.83 , ₹ 89.15 
,Gowtham,Chennai,Ruth Fields,Cosmetic,26-Dec-16,6, ₹ 12.42 , ₹ 74.52 
,Kishore,Gurgon,Cynthia Matthews,Cosmetic,26-Dec-16,10, ₹ 12.42 , ₹ 124.20 
,Kishore,Chennai,Emily Matthews,Essential,26-Dec-16,5, ₹ 16.32 , ₹ 81.60 
,Abi,Chennai,Ernest Bishop,Cosmetic,26-Dec-16,7, ₹ 12.42 , ₹ 86.94 
,Hari,Gurgon,Craig Brooks,Essential,26-Dec-16,4, ₹ 16.32 , ₹ 65.28 
,Kishore,Chennai,George Hill,Gadgets,26-Dec-16,8, ₹ 53.35 , ₹ 426.80 
,Abi,Kolkata,Richard Walker,Cosmetic,26-Dec-16,7, ₹ 12.42 , ₹ 86.94 
,Kishore,Banglore,Sarah Harrison,Essential,26-Dec-16,9, ₹ 16.32 , ₹ 146.88 
,Hari,Chennai,Denise Henry,Electronics,26-Dec-16,4, ₹ 17.83 , ₹ 71.32 
,Gowtham,Mumbai,Alan Dean,Essential,26-Dec-16,2, ₹ 16.32 , ₹ 32.64 
,Yuvan,Kolkata,Kimberly Adams,Electronics,26-Dec-16,2, ₹ 17.83 , ₹ 35.66 
,Hari,Gurgon,Ruby Taylor,Cosmetic,26-Dec-16,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Mumbai,Alan Dean,Essential,26-Dec-16,10, ₹ 16.32 , ₹ 163.20 
,Abi,Chennai,Bonnie Shaw,Electronics,26-Dec-16,9, ₹ 17.83 , ₹ 160.47 
,Gowtham,Kolkata,Jerry Pierce,Cosmetic,26-Dec-16,4, ₹ 12.42 , ₹ 49.68 
,Kishore,Chennai,Kelly Wagner,Cosmetic,26-Dec-16,5, ₹ 12.42 , ₹ 62.10 
,Hari,Chennai,Mary Stevens,Cosmetic,26-Dec-16,4, ₹ 12.42 , ₹ 49.68 
,Kishore,Gurgon,Jean Griffin,Cosmetic,26-Dec-16,4, ₹ 12.42 , ₹ 49.68 
,Yuvan,Delhi,Brandon King,Cosmetic,27-Dec-16,9, ₹ 12.42 , ₹ 111.78 
,Kishore,Chennai,Harry Hanson,Cosmetic,27-Dec-16,2, ₹ 12.42 , ₹ 24.84 
,Gowtham,Delhi,Beverly Hamilton,Cosmetic,27-Dec-16,10, ₹ 12.42 , ₹ 124.20 
,Gowtham,Delhi,Roger Andrews,Cosmetic,27-Dec-16,1, ₹ 12.42 , ₹ 12.42 
,Kishore,Chennai,Arthur Green,Essential,27-Dec-16,4, ₹ 16.32 , ₹ 65.28 
,Kishore,Chennai,Judy Lopez,Cosmetic,27-Dec-16,2, ₹ 12.42 , ₹ 24.84 
,Yuvan,Kolkata,Chris Gilbert,Cosmetic,27-Dec-16,10, ₹ 12.42 , ₹ 124.20 
,Yuvan,Kolkata,Arthur Austin,Cosmetic,27-Dec-16,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Delhi,Heather Lawrence,Essential,27-Dec-16,6, ₹ 16.32 , ₹ 97.92 
,Hari,Banglore,Craig Lewis,Essential,27-Dec-16,4, ₹ 16.32 , ₹ 65.28 
,Gowtham,Mumbai,Scott Weaver,Cosmetic,27-Dec-16,2, ₹ 12.42 , ₹ 24.84 
,Gowtham,Kolkata,Christina Oliver,Cosmetic,27-Dec-16,6, ₹ 12.42 , ₹ 74.52 
,Hari,Chennai,Martha Bell,Cosmetic,27-Dec-16,5, ₹ 12.42 , ₹ 62.10 
,Hari,Chennai,Annie Jenkins,Cosmetic,27-Dec-16,2, ₹ 12.42 , ₹ 24.84 
,Abi,Chennai,Ruth Fields,Cosmetic,27-Dec-16,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Chennai,Bonnie Shaw,Cosmetic,27-Dec-16,6, ₹ 12.42 , ₹ 74.52 
,Kishore,Banglore,Craig Lewis,Gadgets,27-Dec-16,3, ₹ 53.35 , ₹ 160.05 
,Yuvan,Chennai,Debra Barnes,Cosmetic,27-Dec-16,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Delhi,Steven Kelly,Electronics,27-Dec-16,3, ₹ 17.83 , ₹ 53.49 
,Yuvan,Kolkata,Eric Stanley,Gadgets,27-Dec-16,7, ₹ 53.35 , ₹ 373.45 
,Hari,Chennai,Timothy Gonzales,Gadgets,28-Dec-16,7, ₹ 53.35 , ₹ 373.45 
,Kishore,Gurgon,Raymond Matthews,Gadgets,28-Dec-16,5, ₹ 53.35 , ₹ 266.75 
,Gowtham,Kolkata,Jennifer Black,Electronics,28-Dec-16,5, ₹ 17.83 , ₹ 89.15 
,Hari,Gurgon,Billy Scott,Cosmetic,28-Dec-16,2, ₹ 12.42 , ₹ 24.84 
,Hari,Gurgon,Jean Griffin,Gadgets,28-Dec-16,2, ₹ 53.35 , ₹ 106.70 
,Kishore,Chennai,Jason Berry,Electronics,28-Dec-16,1, ₹ 17.83 , ₹ 17.83 
,Gowtham,Kolkata,Phyllis Johnston,Gadgets,28-Dec-16,3, ₹ 53.35 , ₹ 160.05 
,Kishore,Chennai,Sandra Bowman,Gadgets,28-Dec-16,5, ₹ 53.35 , ₹ 266.75 
,Yuvan,Delhi,Matthew Smith,Electronics,28-Dec-16,5, ₹ 17.83 , ₹ 89.15 
,Kishore,Chennai,Angela Sullivan,Gadgets,28-Dec-16,7, ₹ 53.35 , ₹ 373.45 
,Kishore,Gurgon,Raymond Matthews,Cosmetic,28-Dec-16,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Kolkata,Carl Rice,Electronics,28-Dec-16,1, ₹ 17.83 , ₹ 17.83 
,Kishore,Gurgon,Kelly Gomez,Cosmetic,28-Dec-16,2, ₹ 12.42 , ₹ 24.84 
,Gowtham,Kolkata,Randy Burton,Electronics,28-Dec-16,5, ₹ 17.83 , ₹ 89.15 
,Kishore,Chennai,Annie Jenkins,Cosmetic,28-Dec-16,4, ₹ 12.42 , ₹ 49.68 
,Kishore,Chennai,Annie Jenkins,Cosmetic,28-Dec-16,7, ₹ 12.42 , ₹ 86.94 
,Hari,Chennai,Helen Diaz,Cosmetic,28-Dec-16,4, ₹ 12.42 , ₹ 49.68 
,Gowtham,Kolkata,Mark Rogers,Cosmetic,28-Dec-16,5, ₹ 12.42 , ₹ 62.10 
,Yuvan,Delhi,Janice Mason,Gadgets,28-Dec-16,1, ₹ 53.35 , ₹ 53.35 
,Yuvan,Chennai,Harold Matthews,Cosmetic,28-Dec-16,3, ₹ 12.42 , ₹ 37.26 
,Kishore,Gurgon,Carl Lawson,Cosmetic,28-Dec-16,3, ₹ 12.42 , ₹ 37.26 
,Kishore,Chennai,Samuel Daniels,Gadgets,28-Dec-16,3, ₹ 53.35 , ₹ 160.05 
,Kishore,Chennai,Kenneth Gomez,Electronics,28-Dec-16,6, ₹ 17.83 , ₹ 106.98 
,Hari,Chennai,Mildred Moore,Gadgets,28-Dec-16,6, ₹ 53.35 , ₹ 320.10 
,Kishore,Chennai,Gloria Morris,Gadgets,28-Dec-16,2, ₹ 53.35 , ₹ 106.70 
,Kishore,Chennai,Pamela Alexander,Cosmetic,28-Dec-16,2, ₹ 12.42 , ₹ 24.84 
,Yuvan,Delhi,Thomas Robinson,Essential,28-Dec-16,3, ₹ 16.32 , ₹ 48.96 
,Hari,Chennai,Joan Robinson,Cosmetic,28-Dec-16,1, ₹ 12.42 , ₹ 12.42 
,Gowtham,Kolkata,Janice Jackson,Cosmetic,28-Dec-16,1, ₹ 12.42 , ₹ 12.42 
,Yuvan,Delhi,Carl Ford,Cosmetic,28-Dec-16,1, ₹ 12.42 , ₹ 12.42 
,Yuvan,Chennai,Martha Mills,Cosmetic,29-Dec-16,7, ₹ 12.42 , ₹ 86.94 
,Abi,Kolkata,Evelyn Greene,Essential,29-Dec-16,2, ₹ 16.32 , ₹ 32.64 
,Yuvan,Delhi,Jean Fowler,Cosmetic,29-Dec-16,8, ₹ 12.42 , ₹ 99.36 
,Gowtham,Kolkata,Denise Perez,Gadgets,29-Dec-16,7, ₹ 53.35 , ₹ 373.45 
,Kishore,Gurgon,Terry Pierce,Cosmetic,29-Dec-16,7, ₹ 12.42 , ₹ 86.94 
,Abi,Delhi,Andrea King,Electronics,29-Dec-16,9, ₹ 17.83 , ₹ 160.47 
,Gowtham,Kolkata,Joshua Campbell,Gadgets,29-Dec-16,1, ₹ 53.35 , ₹ 53.35 
,Kishore,Chennai,Helen Diaz,Gadgets,29-Dec-16,7, ₹ 53.35 , ₹ 373.45 
,Yuvan,Mumbai,Lois Baker,Electronics,29-Dec-16,2, ₹ 17.83 , ₹ 35.66 
,Gowtham,Mumbai,Katherine Carroll,Electronics,29-Dec-16,2, ₹ 17.83 , ₹ 35.66 
,Abi,Kolkata,Sandra Hicks,Essential,29-Dec-16,2, ₹ 16.32 , ₹ 32.64 
,Kishore,Gurgon,Gloria Fisher,Cosmetic,29-Dec-16,1, ₹ 12.42 , ₹ 12.42 
,Yuvan,Delhi,Craig Collins,Electronics,29-Dec-16,4, ₹ 17.83 , ₹ 71.32 
,Hari,Chennai,Kenneth James,Gadgets,29-Dec-16,5, ₹ 53.35 , ₹ 266.75 
,Gowtham,Mumbai,Katherine Carroll,Cosmetic,29-Dec-16,10, ₹ 12.42 , ₹ 124.20 
,Yuvan,Mumbai,Marilyn Perry,Cosmetic,29-Dec-16,2, ₹ 12.42 , ₹ 24.84 
,Yuvan,Chennai,Bonnie Shaw,Electronics,29-Dec-16,9, ₹ 17.83 , ₹ 160.47 
,Gowtham,Chennai,Judy Carpenter,Electronics,29-Dec-16,9, ₹ 17.83 , ₹ 160.47 
,Yuvan,Mumbai,Cheryl Henderson,Cosmetic,29-Dec-16,4, ₹ 12.42 , ₹ 49.68 
,Abi,Chennai,Johnny Fowler,Cosmetic,29-Dec-16,1, ₹ 12.42 , ₹ 12.42 
,Gowtham,Kolkata,Debra Allen,Cosmetic,29-Dec-16,2, ₹ 12.42 , ₹ 24.84 
,Yuvan,Kolkata,Virginia Alvarez,Gadgets,29-Dec-16,6, ₹ 53.35 , ₹ 320.10 
,Kishore,Gurgon,Rachel Harris,Cosmetic,29-Dec-16,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Mumbai,Debra Gutierrez,Cosmetic,29-Dec-16,9, ₹ 12.42 , ₹ 111.78 
,Gowtham,Delhi,Sean Carr,Gadgets,29-Dec-16,6, ₹ 53.35 , ₹ 320.10 
,Yuvan,Chennai,Laura Wells,Electronics,29-Dec-16,7, ₹ 17.83 , ₹ 124.81 
,Kishore,Chennai,Helen Diaz,Electronics,29-Dec-16,10, ₹ 17.83 , ₹ 178.30 
,Yuvan,Chennai,Amy Olson,Essential,29-Dec-16,8, ₹ 16.32 , ₹ 130.56 
,Yuvan,Kolkata,Lori Collins,Cosmetic,29-Dec-16,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Delhi,Alan Romero,Cosmetic,30-Dec-16,5, ₹ 12.42 , ₹ 62.10 
,Yuvan,Delhi,Roger Andrews,Cosmetic,30-Dec-16,3, ₹ 12.42 , ₹ 37.26 
,Kishore,Chennai,Antonio Coleman,Cosmetic,30-Dec-16,2, ₹ 12.42 , ₹ 24.84 
,Yuvan,Delhi,Andrew Howard,Cosmetic,30-Dec-16,9, ₹ 12.42 , ₹ 111.78 
,Yuvan,Kolkata,Ralph Gomez,Cosmetic,30-Dec-16,10, ₹ 12.42 , ₹ 124.20 
,Kishore,Gurgon,Jeremy Diaz,Gadgets,30-Dec-16,8, ₹ 53.35 , ₹ 426.80 
,Gowtham,Kolkata,Katherine Hayes,Cosmetic,30-Dec-16,2, ₹ 12.42 , ₹ 24.84 
,Hari,Chennai,Sharon Montgomery,Cosmetic,30-Dec-16,7, ₹ 12.42 , ₹ 86.94 
,Hari,Gurgon,Joseph Reynolds,Electronics,30-Dec-16,3, ₹ 17.83 , ₹ 53.49 
,Kishore,Chennai,Karen Willis,Essential,30-Dec-16,2, ₹ 16.32 , ₹ 32.64 
,Yuvan,Kolkata,Lawrence Ruiz,Cosmetic,30-Dec-16,1, ₹ 12.42 , ₹ 12.42 
,Yuvan,Kolkata,Maria Johnston,Electronics,30-Dec-16,7, ₹ 17.83 , ₹ 124.81 
,Kishore,Chennai,Paula Ross,Cosmetic,30-Dec-16,2, ₹ 12.42 , ₹ 24.84 
,Hari,Gurgon,Roger Bell,Cosmetic,30-Dec-16,4, ₹ 12.42 , ₹ 49.68 
,Yuvan,Kolkata,Sandra Hicks,Gadgets,30-Dec-16,5, ₹ 53.35 , ₹ 266.75 
,Yuvan,Kolkata,Judith Woods,Gadgets,30-Dec-16,8, ₹ 53.35 , ₹ 426.80 
,Gowtham,Delhi,Michael Foster,Electronics,30-Dec-16,5, ₹ 17.83 , ₹ 89.15 
,Abi,Chennai,Phyllis Gonzales,Cosmetic,30-Dec-16,1, ₹ 12.42 , ₹ 12.42 
,Gowtham,Delhi,Gregory Thompson,Gadgets,30-Dec-16,1, ₹ 53.35 , ₹ 53.35 
,Yuvan,Delhi,Raymond Young,Electronics,30-Dec-16,2, ₹ 17.83 , ₹ 35.66 
,Gowtham,Kolkata,Christina Little,Cosmetic,30-Dec-16,4, ₹ 12.42 , ₹ 49.68 
,Hari,Banglore,Kimberly Bennett,Gadgets,30-Dec-16,5, ₹ 53.35 , ₹ 266.75 
,Yuvan,Kolkata,Debra Palmer,Cosmetic,30-Dec-16,8, ₹ 12.42 , ₹ 99.36 
,Abi,Delhi,Jerry Palmer,Electronics,30-Dec-16,10, ₹ 17.83 , ₹ 178.30 
,Yuvan,Delhi,Wanda Cole,Cosmetic,30-Dec-16,9, ₹ 12.42 , ₹ 111.78 
,Yuvan,Delhi,Matthew Smith,Cosmetic,30-Dec-16,10, ₹ 12.42 , ₹ 124.20 
,Kishore,Chennai,Craig Thomas,Cosmetic,30-Dec-16,4, ₹ 12.42 , ₹ 49.68 
,Hari,Gurgon,Edward Taylor,Electronics,30-Dec-16,5, ₹ 17.83 , ₹ 89.15 
,Abi,Kolkata,Theresa Mendoza,Gadgets,30-Dec-16,1, ₹ 53.35 , ₹ 53.35 
,Yuvan,Delhi,Joe Russell,Cosmetic,30-Dec-16,2, ₹ 12.42 , ₹ 24.84 
,Gowtham,Kolkata,Cynthia Brooks,Essential,30-Dec-16,7, ₹ 16.32 , ₹ 114.24 
,Kishore,Chennai,Ruth Day,Cosmetic,30-Dec-16,6, ₹ 12.42 , ₹ 74.52 
,Kishore,Gurgon,Billy Scott,Gadgets,30-Dec-16,7, ₹ 53.35 , ₹ 373.45 
,Kishore,Chennai,Gary Weaver,Electronics,30-Dec-16,1, ₹ 17.83 , ₹ 17.83 
,Yuvan,Delhi,Heather Lawrence,Cosmetic,30-Dec-16,7, ₹ 12.42 , ₹ 86.94 
,Yuvan,Kolkata,Daniel Morris,Cosmetic,30-Dec-16,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Delhi,Carolyn Vasquez,Cosmetic,30-Dec-16,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Chennai,Melissa Price,Cosmetic,30-Dec-16,9, ₹ 12.42 , ₹ 111.78 
,Kishore,Gurgon,Gary Moreno,Cosmetic,31-Dec-16,7, ₹ 12.42 , ₹ 86.94 
,Kishore,Chennai,Henry Sanders,Cosmetic,31-Dec-16,9, ₹ 12.42 , ₹ 111.78 
,Hari,Chennai,Mildred Hernandez,Gadgets,31-Dec-16,2, ₹ 53.35 , ₹ 106.70 
,Yuvan,Delhi,Ernest Kelley,Essential,31-Dec-16,1, ₹ 16.32 , ₹ 16.32 
,Gowtham,Delhi,Walter Meyer,Cosmetic,31-Dec-16,5, ₹ 12.42 , ₹ 62.10 
,Kishore,Gurgon,Joyce Myers,Essential,31-Dec-16,3, ₹ 16.32 , ₹ 48.96 
,Yuvan,Kolkata,Lori Collins,Cosmetic,31-Dec-16,5, ₹ 12.42 , ₹ 62.10 
,Yuvan,Delhi,Todd Spencer,Cosmetic,31-Dec-16,2, ₹ 12.42 , ₹ 24.84 
,Yuvan,Delhi,Lillian Burke,Essential,31-Dec-16,3, ₹ 16.32 , ₹ 48.96 
,Yuvan,Mumbai,Anna Franklin,Cosmetic,31-Dec-16,2, ₹ 12.42 , ₹ 24.84 
,Gowtham,Kolkata,Randy Clark,Essential,31-Dec-16,7, ₹ 16.32 , ₹ 114.24 
,Kishore,Chennai,Daniel Perez,Gadgets,31-Dec-16,2, ₹ 53.35 , ₹ 106.70 
,Kishore,Chennai,Daniel Perez,Gadgets,31-Dec-16,9, ₹ 53.35 , ₹ 480.15 
,Yuvan,Delhi,Thomas Robinson,Cosmetic,31-Dec-16,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Kolkata,Louis Mason,Gadgets,31-Dec-16,8, ₹ 53.35 , ₹ 426.80 
,Yuvan,Chennai,Frank Spencer,Cosmetic,31-Dec-16,1, ₹ 12.42 , ₹ 12.42 
,Abi,Chennai,Martha Mills,Essential,31-Dec-16,1, ₹ 16.32 , ₹ 16.32 
,Yuvan,Kolkata,Jerry Pierce,Essential,31-Dec-16,3, ₹ 16.32 , ₹ 48.96 
,Kishore,Chennai,Andrea Washington,Gadgets,31-Dec-16,4, ₹ 53.35 , ₹ 213.40 
,Yuvan,Kolkata,Tammy Ferguson,Gadgets,31-Dec-16,5, ₹ 53.35 , ₹ 266.75 
,Kishore,Chennai,Arthur Green,Cosmetic,31-Dec-16,3, ₹ 12.42 , ₹ 37.26 
,Abi,Kolkata,Christopher Oliver,Cosmetic,31-Dec-16,10, ₹ 12.42 , ₹ 124.20 
,Kishore,Gurgon,Ruby Taylor,Cosmetic,31-Dec-16,7, ₹ 12.42 , ₹ 86.94 
,Abi,Chennai,Denise Mitchell,Gadgets,31-Dec-16,1, ₹ 53.35 , ₹ 53.35 
,Yuvan,Delhi,Rose Baker,Essential,31-Dec-16,8, ₹ 16.32 , ₹ 130.56 
,Yuvan,Delhi,Andrew Howard,Cosmetic,31-Dec-16,1, ₹ 12.42 , ₹ 12.42 
,Gowtham,Delhi,Shirley Rivera,Gadgets,31-Dec-16,2, ₹ 53.35 , ₹ 106.70 
,Hari,Chennai,Ruby Gonzales,Cosmetic,31-Dec-16,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Kolkata,Eric Stanley,Gadgets,31-Dec-16,10, ₹ 53.35 , ₹ 533.50 
,Kishore,Chennai,Jerry Collins,Essential,31-Dec-16,10, ₹ 16.32 , ₹ 163.20 
,Yuvan,Delhi,Raymond Young,Cosmetic,1-Jan-17,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Kolkata,Helen Dean,Cosmetic,1-Jan-17,3, ₹ 12.42 , ₹ 37.26 
,Hari,Chennai,Shirley Chavez,Essential,1-Jan-17,3, ₹ 16.32 , ₹ 48.96 
,Yuvan,Chennai,Brian Ryan,Cosmetic,1-Jan-17,11, ₹ 12.42 , ₹ 136.62 
,Yuvan,Chennai,Benjamin Willis,Electronics,1-Jan-17,1, ₹ 17.83 , ₹ 17.83 
,Kishore,Chennai,Annie Jenkins,Gadgets,1-Jan-17,6, ₹ 53.35 , ₹ 320.10 
,Yuvan,Kolkata,Christina Little,Gadgets,1-Jan-17,2, ₹ 53.35 , ₹ 106.70 
,Kishore,Chennai,Mary Green,Essential,1-Jan-17,6, ₹ 16.32 , ₹ 97.92 
,Gowtham,Kolkata,Ruby Matthews,Electronics,2-Jan-17,7, ₹ 17.83 , ₹ 124.81 
,Yuvan,Kolkata,Christopher Oliver,Cosmetic,2-Jan-17,8, ₹ 12.42 , ₹ 99.36 
,Gowtham,Delhi,Kathryn Fox,Cosmetic,2-Jan-17,2, ₹ 12.42 , ₹ 24.84 
,Kishore,Gurgon,Carl Lawson,Cosmetic,2-Jan-17,9, ₹ 12.42 , ₹ 111.78 
,Yuvan,Delhi,Walter Kennedy,Cosmetic,2-Jan-17,12, ₹ 12.42 , ₹ 149.04 
,Kishore,Chennai,Pamela Alexander,Cosmetic,2-Jan-17,9, ₹ 12.42 , ₹ 111.78 
,Yuvan,Kolkata,Gloria Harper,Essential,2-Jan-17,13, ₹ 16.32 , ₹ 212.16 
,Gowtham,Kolkata,Harold Hunter,Gadgets,2-Jan-17,7, ₹ 53.35 , ₹ 373.45 
,Kishore,Chennai,Judy Sanchez,Gadgets,2-Jan-17,3, ₹ 53.35 , ₹ 160.05 
,Hari,Chennai,Christine Wallace,Cosmetic,2-Jan-17,9, ₹ 12.42 , ₹ 111.78 
,Yuvan,Delhi,Lori Shaw,Essential,2-Jan-17,14, ₹ 16.32 , ₹ 228.48 
,Yuvan,Kolkata,Sandra Hicks,Gadgets,2-Jan-17,9, ₹ 53.35 , ₹ 480.15 
,Gowtham,Delhi,Roger Gomez,Essential,2-Jan-17,8, ₹ 16.32 , ₹ 130.56 
,Yuvan,Chennai,Kimberly Coleman,Electronics,2-Jan-17,13, ₹ 17.83 , ₹ 231.79 
,Abi,Kolkata,Heather Andrews,Cosmetic,2-Jan-17,12, ₹ 12.42 , ₹ 149.04 
,Kishore,Gurgon,Rachel Harris,Cosmetic,3-Jan-17,9, ₹ 12.42 , ₹ 111.78 
,Kishore,Chennai,Susan Jacobs,Gadgets,3-Jan-17,4, ₹ 53.35 , ₹ 213.40 
,Yuvan,Delhi,Gary Young,Electronics,3-Jan-17,6, ₹ 17.83 , ₹ 106.98 
,Gowtham,Kolkata,Anthony Berry,Electronics,3-Jan-17,9, ₹ 17.83 , ₹ 160.47 
,Kishore,Chennai,Joan Robinson,Cosmetic,3-Jan-17,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Kolkata,Frank Ramos,Essential,3-Jan-17,6, ₹ 16.32 , ₹ 97.92 
,Hari,Gurgon,Raymond Matthews,Cosmetic,3-Jan-17,13, ₹ 12.42 , ₹ 161.46 
,Hari,Chennai,Mary Rose,Electronics,3-Jan-17,8, ₹ 17.83 , ₹ 142.64 
,Kishore,Chennai,Jerry Collins,Electronics,3-Jan-17,4, ₹ 17.83 , ₹ 71.32 
,Gowtham,Chennai,Randy Willis,Electronics,3-Jan-17,4, ₹ 17.83 , ₹ 71.32 
,Hari,Chennai,Denise Henry,Gadgets,3-Jan-17,14, ₹ 53.35 , ₹ 746.90 
,Yuvan,Kolkata,Albert Miller,Cosmetic,3-Jan-17,5, ₹ 12.42 , ₹ 62.10 
,Kishore,Chennai,Evelyn Elliott,Gadgets,3-Jan-17,1, ₹ 53.35 , ₹ 53.35 
,Abi,Delhi,Mary Nelson,Electronics,3-Jan-17,11, ₹ 17.83 , ₹ 196.13 
,Gowtham,Kolkata,Mark Parker,Electronics,3-Jan-17,5, ₹ 17.83 , ₹ 89.15 
,Gowtham,Chennai,Victor Bell,Essential,3-Jan-17,7, ₹ 16.32 , ₹ 114.24 
,Gowtham,Delhi,Walter Kennedy,Cosmetic,3-Jan-17,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Kolkata,Anthony Berry,Essential,3-Jan-17,4, ₹ 16.32 , ₹ 65.28 
,Gowtham,Delhi,William Payne,Cosmetic,3-Jan-17,6, ₹ 12.42 , ₹ 74.52 
,Hari,Chennai,Joseph Dixon,Gadgets,3-Jan-17,11, ₹ 53.35 , ₹ 586.85 
,Kishore,Chennai,Andrew Adams,Electronics,4-Jan-17,6, ₹ 17.83 , ₹ 106.98 
,Abi,Mumbai,Cheryl Henderson,Cosmetic,4-Jan-17,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Mumbai,Carlos Stephens,Cosmetic,4-Jan-17,3, ₹ 12.42 , ₹ 37.26 
,Kishore,Chennai,Daniel Perez,Cosmetic,4-Jan-17,12, ₹ 12.42 , ₹ 149.04 
,Abi,Delhi,Carl Howard,Electronics,4-Jan-17,9, ₹ 17.83 , ₹ 160.47 
,Gowtham,Delhi,Alice Davis,Cosmetic,4-Jan-17,10, ₹ 12.42 , ₹ 124.20 
,Hari,Gurgon,Michael Cruz,Electronics,4-Jan-17,10, ₹ 17.83 , ₹ 178.30 
,Yuvan,Kolkata,Anthony Berry,Essential,4-Jan-17,12, ₹ 16.32 , ₹ 195.84 
,Yuvan,Kolkata,Betty Stewart,Cosmetic,4-Jan-17,12, ₹ 12.42 , ₹ 149.04 
,Hari,Chennai,Jacqueline Little,Cosmetic,4-Jan-17,7, ₹ 12.42 , ₹ 86.94 
,Kishore,Gurgon,Anna Garcia,Electronics,4-Jan-17,13, ₹ 17.83 , ₹ 231.79 
,Gowtham,Kolkata,Cheryl Riley,Cosmetic,4-Jan-17,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Mumbai,William Collins,Gadgets,4-Jan-17,10, ₹ 53.35 , ₹ 533.50 
,Yuvan,Mumbai,Jane Watkins,Essential,5-Jan-17,11, ₹ 16.32 , ₹ 179.52 
,Yuvan,Delhi,Walter Kennedy,Gadgets,5-Jan-17,13, ₹ 53.35 , ₹ 693.55 
,Hari,Gurgon,Phillip Harrison,Cosmetic,5-Jan-17,1, ₹ 12.42 , ₹ 12.42 
,Hari,Gurgon,Linda Wagner,Gadgets,5-Jan-17,4, ₹ 53.35 , ₹ 213.40 
,Gowtham,Kolkata,Christina Oliver,Essential,5-Jan-17,3, ₹ 16.32 , ₹ 48.96 
,Yuvan,Kolkata,Joseph Ryan,Essential,5-Jan-17,4, ₹ 16.32 , ₹ 65.28 
,Kishore,Gurgon,Henry Stanley,Electronics,5-Jan-17,12, ₹ 17.83 , ₹ 213.96 
,Hari,Chennai,Diana Hamilton,Cosmetic,5-Jan-17,3, ₹ 12.42 , ₹ 37.26 
,Abi,Delhi,Kevin Torres,Electronics,5-Jan-17,6, ₹ 17.83 , ₹ 106.98 
,Gowtham,Delhi,Jean Torres,Cosmetic,5-Jan-17,14, ₹ 12.42 , ₹ 173.88 
,Yuvan,Kolkata,Billy Reed,Essential,5-Jan-17,2, ₹ 16.32 , ₹ 32.64 
,Abi,Chennai,Dorothy Baker,Essential,5-Jan-17,10, ₹ 16.32 , ₹ 163.20 
,Yuvan,Delhi,Brandon King,Electronics,5-Jan-17,13, ₹ 17.83 , ₹ 231.79 
,Abi,Kolkata,Ralph Gomez,Gadgets,5-Jan-17,2, ₹ 53.35 , ₹ 106.70 
,Gowtham,Chennai,Stephen Welch,Gadgets,5-Jan-17,7, ₹ 53.35 , ₹ 373.45 
,Kishore,Chennai,Harold Duncan,Electronics,6-Jan-17,1, ₹ 17.83 , ₹ 17.83 
,Abi,Kolkata,Mark Alexander,Gadgets,6-Jan-17,7, ₹ 53.35 , ₹ 373.45 
,Yuvan,Chennai,Heather Larson,Cosmetic,6-Jan-17,9, ₹ 12.42 , ₹ 111.78 
,Yuvan,Delhi,Carl Howard,Cosmetic,6-Jan-17,7, ₹ 12.42 , ₹ 86.94 
,Kishore,Gurgon,Rose Matthews,Cosmetic,6-Jan-17,3, ₹ 12.42 , ₹ 37.26 
,Gowtham,Kolkata,Ralph Gomez,Cosmetic,6-Jan-17,8, ₹ 12.42 , ₹ 99.36 
